query_id,model,parameters_b,precision,prompt,tokens_generated,energy_kwh,duration_s,co2_grams,energy_per_token,gpu_memory_mb
18,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 18,4096,0.00021333035490380602,10.7170353641009,0.0729640176140077,5.2082606177687016e-08,2319.528520053191
19,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 19,4096,0.0001729374350997527,8.687824142873012,0.05914868545748877,4.2221053491150564e-08,2264.1117216406483
20,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 20,4096,0.0001811380425603254,9.099796457838204,0.06195348680640413,4.422315492195444e-08,2144.041308767502
21,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 21,4096,0.00015596890974158627,7.835379649345063,0.053345049197307856,3.807834710487946e-08,2238.6811415346656
22,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 22,4096,0.00018253365122993914,9.16990737793413,0.062430817918509,4.456387969480936e-08,2329.1160018403216
23,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 23,4096,0.00015294234958714936,7.683334938120986,0.05230989417439626,3.733944081717514e-08,2140.0417862155805
24,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 24,4096,0.0001736173703092091,8.72198191516157,0.05938123935082256,4.238705329814675e-08,2207.5030033253965
25,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 25,4096,0.00018537161938986113,9.312477829972195,0.06340147002707514,4.5256743015102816e-08,1998.9852180830792
26,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 26,4096,0.000228398287337744,11.47400014218516,0.07811760622549373,5.576130061956641e-08,2247.4930342036423
27,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 27,4096,0.00017237185623837523,8.659411268102783,0.05895524413488719,4.2082972714447077e-08,2287.2252258795947
28,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 28,4096,0.00016669293800950733,8.374120562445551,0.05701292003447276,4.0696518068727375e-08,2043.5805221469466
29,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 29,4096,0.00016932395568363697,8.506294483357726,0.057912790191274974,4.133885636807543e-08,2187.0598381361574
30,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 30,4096,0.000191517780323149,9.621241316093066,0.06550360216292216,4.67572705867063e-08,2171.356089927473
31,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 31,4096,0.0001949644644211835,9.794391711798243,0.0666824494927,4.7598746196578004e-08,2209.1799977373494
32,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 32,4096,0.00017759523969145086,8.921817362219642,0.06074176458785686,4.335821281529562e-08,2281.4759616060924
33,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 33,4096,0.00016875684386761505,8.477804597844495,0.05771882456199547,4.1200401334866955e-08,2210.249225226226
34,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 34,4096,0.00019799714081643365,9.946743683417214,0.06771969641436004,4.833914570713712e-08,2088.5587165294382
35,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 35,4096,0.00014248699103630043,7.1580911331110135,0.04873391472314144,3.4786863045971785e-08,2187.634663443665
36,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 36,4096,0.00019335109009904053,9.713340941157865,0.0661306373864861,4.720485598121107e-08,2136.5796215289897
37,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 37,4096,0.00017974868174180456,9.029999409817083,0.06147829260687038,4.388395550337025e-08,2185.229317404
38,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 38,4096,0.0001875154019460199,9.420174615446799,0.06413469427103564,4.578012742822751e-08,2263.049406719548
39,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 39,4096,0.00021159715716753078,10.629965048012892,0.07237122307140653,5.1659462199104194e-08,2279.6656486490747
40,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 40,4096,0.00015665611640446202,7.869902716218533,0.05358009009937329,3.824612216905811e-08,2330.069704006241
41,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 41,4096,0.00018217998798676294,9.152140466676654,0.06230985674017049,4.4477536129580795e-08,2191.4047409859863
42,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 42,4096,0.0001929794317839071,9.694670014985904,0.06600352146871614,4.7114119087867945e-08,2278.961769963738
43,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 43,4096,0.00019042067158265443,9.566126078622775,0.06512836507346988,4.648942177310899e-08,2195.2714759723403
44,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 44,4096,0.00017982549695174713,9.033858360512715,0.06150456522210041,4.390270921673514e-08,2388.351615891128
45,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 45,4096,0.00018671442611150777,9.379936148923235,0.06386074162644323,4.558457668737983e-08,2036.8147027261016
46,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 46,4096,0.00019161480546089454,9.626115548983618,0.06553678705057052,4.6780958364476206e-08,2114.303659860407
47,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 47,4096,0.00017928784901969708,9.006848646382654,0.06132067693671353,4.377144751457448e-08,2075.096622930725
48,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 48,4096,0.00018438464506746456,9.26289539374856,0.06306390150863157,4.5015782487173965e-08,2219.084279080454
49,TinyLlama-1.1B,1.1,FP16,Real Data Prompt 49,4096,0.00019420139185423856,9.75605738432285,0.06642146066042415,4.741244918316371e-08,2184.7742408008266
50,Phi-2-2.7B,2.7,FP16,Real Data Prompt 0,4096,0.0005285116587051073,26.550736950849217,0.18076346421659603,1.290311666760516e-07,5151.084212437044
51,Phi-2-2.7B,2.7,FP16,Real Data Prompt 1,4096,0.0005455418020543329,27.406276935356605,0.1865881752843776,1.331889165171711e-07,5623.489261113418
52,Phi-2-2.7B,2.7,FP16,Real Data Prompt 2,4096,0.0005231304988744108,26.28040467567226,0.1789229805177442,1.2771740695176044e-07,5197.975030462293
53,Phi-2-2.7B,2.7,FP16,Real Data Prompt 3,4096,0.0005174630343161809,25.995689365829335,0.1769845738430827,1.2633374861234885e-07,5063.224735348158
54,Phi-2-2.7B,2.7,FP16,Real Data Prompt 4,4096,0.0005352247482485894,26.887981118807943,0.1830594993210044,1.3067010455287828e-07,5199.5838435598125
55,Phi-2-2.7B,2.7,FP16,Real Data Prompt 5,4096,0.0005097775819832979,25.609596798375637,0.1743559677094598,1.244574174763911e-07,5965.921173131125
56,Phi-2-2.7B,2.7,FP16,Real Data Prompt 6,4096,0.00048126795516790615,24.177364245555648,0.16460500229216127,1.1749705936716459e-07,5448.860737302353
57,Phi-2-2.7B,2.7,FP16,Real Data Prompt 7,4096,0.0004496400088374806,22.588477284438945,0.1537874979844005,1.0977539278258804e-07,5513.2107596106025
58,Phi-2-2.7B,2.7,FP16,Real Data Prompt 8,4096,0.0004468155438324752,22.44658518775651,0.1528214642735941,1.0908582613097539e-07,5065.528658821512
59,Phi-2-2.7B,2.7,FP16,Real Data Prompt 9,4096,0.0005704617520712257,28.65817559611256,0.1951113864926121,1.3927288868926408e-07,5715.965483890544
60,Phi-2-2.7B,2.7,FP16,Real Data Prompt 10,4096,0.0004490826893878637,22.560479336123812,0.15359688157560666,1.0963932846383391e-07,5352.822211923641
61,Phi-2-2.7B,2.7,FP16,Real Data Prompt 11,4096,0.0005091195412389267,25.576538934052362,0.17413090224006286,1.2429676299778483e-07,5311.845894249872
62,Phi-2-2.7B,2.7,FP16,Real Data Prompt 12,4096,0.00046074551832146163,23.146382594866285,0.15758584440334822,1.124866988089506e-07,5261.2541237789765
63,Phi-2-2.7B,2.7,FP16,Real Data Prompt 13,4096,0.0005496876669744903,27.614551941434136,0.18800615896136563,1.3420109056994391e-07,5156.005341755609
64,Phi-2-2.7B,2.7,FP16,Real Data Prompt 14,4096,0.0003888375617167312,19.5339566265102,0.13299162566377565,9.493104534099882e-08,5259.925854390414
65,Phi-2-2.7B,2.7,FP16,Real Data Prompt 15,4096,0.0005429400502752214,27.275573239495213,0.18569831475457177,1.3255372321172397e-07,5270.993122123875
66,Phi-2-2.7B,2.7,FP16,Real Data Prompt 16,4096,0.0005546124816495731,27.86195889417795,0.18969056184374258,1.354034379027278e-07,5633.444165052448
67,Phi-2-2.7B,2.7,FP16,Real Data Prompt 17,4096,0.0005274108251275237,26.495434589465752,0.18038695314492448,1.2876240847839933e-07,4969.905786231063
68,Phi-2-2.7B,2.7,FP16,Real Data Prompt 18,4096,0.0005820359049358725,29.23962405250247,0.19907002001133522,1.420986096034845e-07,5532.626899030619
69,Phi-2-2.7B,2.7,FP16,Real Data Prompt 19,4096,0.0005328658264963551,26.769476427568662,0.18225269239304662,1.3009419592196169e-07,5821.687892456815
70,Phi-2-2.7B,2.7,FP16,Real Data Prompt 20,4096,0.00045023990380870763,22.618614090915855,0.1539926762266947,1.0992185151579776e-07,5278.039062542568
71,Phi-2-2.7B,2.7,FP16,Real Data Prompt 21,4096,0.00047825945701572667,24.02622691161047,0.16357602490042386,1.1676256274798014e-07,5476.722447792957
72,Phi-2-2.7B,2.7,FP16,Real Data Prompt 22,4096,0.0004649089623844836,23.35554072090973,0.1590098405621989,1.1350316464464932e-07,5329.369408689528
73,Phi-2-2.7B,2.7,FP16,Real Data Prompt 23,4096,0.0005725005347308055,28.760597522295008,0.1958086982931376,1.3977063836201307e-07,5726.291555318755
74,Phi-2-2.7B,2.7,FP16,Real Data Prompt 24,4096,0.0005507853517776355,27.66969611845127,0.18838159307784394,1.344690800238368e-07,5440.773024799241
75,Phi-2-2.7B,2.7,FP16,Real Data Prompt 25,4096,0.00043641800961815604,21.9242462926445,0.1492652621105315,1.0654736562943263e-07,5534.337889319061
76,Phi-2-2.7B,2.7,FP16,Real Data Prompt 26,4096,0.0003835919384638208,19.2704332759137,0.1311974986742322,9.365037560151875e-08,5374.301315468802
77,Phi-2-2.7B,2.7,FP16,Real Data Prompt 27,4096,0.0005055423108533638,25.396830310003523,0.17290740499805402,1.2342341573568451e-07,5156.8230724125415
78,Phi-2-2.7B,2.7,FP16,Real Data Prompt 28,4096,0.0004298560495575922,21.594594386995205,0.14702091685709914,1.0494532459902153e-07,5582.001083824606
79,Phi-2-2.7B,2.7,FP16,Real Data Prompt 29,4096,0.0005273084246921182,26.490290318796742,0.18035192977857803,1.2873740837209916e-07,5379.7441786517475
80,Phi-2-2.7B,2.7,FP16,Real Data Prompt 30,4096,0.0004190142931549451,21.04993918858929,0.1433127802185686,1.0229841141478152e-07,5575.891197306898
81,Phi-2-2.7B,2.7,FP16,Real Data Prompt 31,4096,0.0005080942956369585,25.525033871033386,0.17378024404050932,1.2404645889574183e-07,5359.397404670265
82,Phi-2-2.7B,2.7,FP16,Real Data Prompt 32,4096,0.0004949859881385442,24.866514388012035,0.16929689341919052,1.2084618851038676e-07,5081.456462929549
83,Phi-2-2.7B,2.7,FP16,Real Data Prompt 33,4096,0.00048203472358788823,24.21588424087806,0.16486725519342638,1.1768425868844927e-07,5057.165562790456
84,Phi-2-2.7B,2.7,FP16,Real Data Prompt 34,4096,0.00044871411514153824,22.54196334371407,0.15347082048217678,1.0954934451697711e-07,5380.825330796087
85,Phi-2-2.7B,2.7,FP16,Real Data Prompt 35,4096,0.0005185462658348382,26.050107456017177,0.17735506459505748,1.2659820943233355e-07,5711.572697900108
86,Phi-2-2.7B,2.7,FP16,Real Data Prompt 36,4096,0.00047489092164785824,23.857002458395883,0.16242390628127384,1.1594016641793414e-07,5843.056902760334
87,Phi-2-2.7B,2.7,FP16,Real Data Prompt 37,4096,0.0005245715435436995,26.352798155207694,0.1794158518143769,1.280692244979735e-07,5458.321510414181
88,Phi-2-2.7B,2.7,FP16,Real Data Prompt 38,4096,0.0005046343743794241,25.35121848273236,0.17259686928968374,1.2320175155747658e-07,5265.594526232542
89,Phi-2-2.7B,2.7,FP16,Real Data Prompt 39,4096,0.0004684796287627144,23.534919590204538,0.16023109275873912,1.1437490936589707e-07,5626.929523431967
90,Phi-2-2.7B,2.7,FP16,Real Data Prompt 40,4096,0.00046076271326914175,23.147246414093768,0.15759172548138783,1.1249089679422406e-07,5484.782755846742
91,Phi-2-2.7B,2.7,FP16,Real Data Prompt 41,4096,0.0005157729724774803,25.910786059400962,0.17640653279579094,1.2592113585875985e-07,5206.533118272026
92,Phi-2-2.7B,2.7,FP16,Real Data Prompt 42,4096,0.0004884680094066971,24.539071963781502,0.1670675908184769,1.1925488510905692e-07,5457.63138280133
93,Phi-2-2.7B,2.7,FP16,Real Data Prompt 43,4096,0.00048157147305519194,24.192612014365416,0.16470881257496925,1.1757116041386522e-07,5229.60189877917
94,Phi-2-2.7B,2.7,FP16,Real Data Prompt 44,4096,0.0004776130864369327,23.993755319115472,0.16335495090316002,1.1660475743089177e-07,5409.779774442748
95,Phi-2-2.7B,2.7,FP16,Real Data Prompt 45,4096,0.0004114968390253541,20.672286314055047,0.14074163343652113,1.0046309546517434e-07,5230.5112835277
96,Phi-2-2.7B,2.7,FP16,Real Data Prompt 46,4096,0.00044255153820799603,22.232375170195375,0.1513630736866989,1.0804480913281153e-07,5083.8165782363785
97,Phi-2-2.7B,2.7,FP16,Real Data Prompt 47,4096,0.00046623296309420683,23.422054285913624,0.15946268006152267,1.1382640700542159e-07,5364.7918282174605
98,Phi-2-2.7B,2.7,FP16,Real Data Prompt 48,4096,0.0005268230982271266,26.46590906798603,0.18018593667011415,1.2861892046560707e-07,5285.515223662457
99,Phi-2-2.7B,2.7,FP16,Real Data Prompt 49,4096,0.00047471730711523807,23.84828061903715,0.16236452601247967,1.1589778005743117e-07,5464.24753241506
100,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 0,4096,0.0012785572653050547,64.23063156427507,0.43729676851801436,3.1214776984986686e-07,13986.832573875996
101,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 1,4096,0.0013705699228415465,68.85305346578149,0.4687672696017984,3.3461179756873695e-07,12269.092189792824
102,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 2,4096,0.0013109795447288587,65.8594232818267,0.44838595349608007,3.20063365412319e-07,14934.93182377105
103,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 3,4096,0.0014538789859668776,73.03823459514715,0.4972609359252058,3.5495092430831973e-07,14613.239608113561
104,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 4,4096,0.0015822093998692761,79.48514452834378,0.541152967064467,3.8628159176496e-07,13748.361039072988
105,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 5,4096,0.0014564223337251384,73.1660042596226,0.49813082090109667,3.5557185881961387e-07,15606.883944381316
106,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 6,4096,0.001334810141767728,67.0565963298365,0.456536580268723,3.2588138226751173e-07,14386.38992878173
107,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 7,4096,0.0013214559246285957,66.38572313223413,0.4519691227449201,3.2262107534877825e-07,12975.64588882532
108,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 8,4096,0.0012955512005617719,65.08435256991255,0.44310909556336864,3.1629667982465134e-07,14104.01583321342
109,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 9,4096,0.0014939827935190658,75.05292174065767,0.5109773848663144,3.647418929489907e-07,15171.529928622866
110,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 10,4096,0.001250594451467932,62.825869148221614,0.4277328260482753,3.053209110029131e-07,12451.36366696982
111,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 11,4096,0.00142678469109948,71.67710379690601,0.4879940474468392,3.4833610622545896e-07,14382.270015998261
112,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 12,4096,0.001339906634028331,67.31262781590596,0.4582797009382591,3.27125643073323e-07,14071.676564231922
113,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 13,4096,0.001372149469878661,68.93240486171221,0.46930751197794845,3.3499742916959496e-07,14153.649978495148
114,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 14,4096,0.0011454231717895327,57.54240011677791,0.3917617655472853,2.796443290501789e-07,13355.751121804298
115,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 15,4096,0.0014668603685957485,73.69037777829267,0.5017008752447377,3.581202071766964e-07,13632.25751335471
116,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 16,4096,0.0015230208551848118,76.5117011718224,0.5209090874775603,3.7183126347285444e-07,13576.107536281534
117,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 17,4096,0.001353976617601138,68.01945883200811,0.4630919674799709,3.3056069765652783e-07,14556.73921223258
118,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 18,4096,0.00144092416847819,72.38742595975936,0.49283008251075816,3.517881270698706e-07,14061.53828323658
119,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 19,4096,0.001394693194897137,70.0649295714307,0.47701799813954104,3.4050126828543386e-07,13598.641756617579
120,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 20,4096,0.0014412318529455357,72.40288304423763,0.49293531786230993,3.5186324534803117e-07,13511.576742694959
121,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 21,4096,0.0013376940817354415,67.20147625860174,0.457522955820842,3.2658546917369177e-07,15197.489463140808
122,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 22,4096,0.001323518475262345,66.48933908549174,0.45267456375371856,3.2312462774959594e-07,13811.167599390375
123,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 23,4096,0.0013099874461284077,65.8095834182475,0.4480466323535696,3.198211538399433e-07,13486.589884565134
124,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 24,4096,0.001313827915046993,66.00251630505477,0.4493601633883258,3.207587683220198e-07,15155.075077493504
125,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 25,4096,0.0011203920393715544,56.28491600745869,0.38320052733311993,2.735332127371959e-07,15450.42281107393
126,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 26,4096,0.0015185213808814528,76.2856619602404,0.5193701610436166,3.7073275900426093e-07,13401.991505997215
127,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 27,4096,0.001507467891968357,75.73036999707014,0.515589606887997,3.6803415331258716e-07,14331.328184217158
128,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 28,4096,0.0013546667466318358,68.05412870930297,0.46332800790082185,3.3072918618941304e-07,12661.066651512978
129,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 29,4096,0.0011243981382826002,56.4861696158405,0.38457070773543917,2.7451126422915044e-07,13214.121465536997
130,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 30,4096,0.0013516390357717306,67.90202619030302,0.46229245930940616,3.2998999896770766e-07,14447.772713254155
131,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 31,4096,0.001462746075504884,73.4836888400356,0.5002936898787058,3.571157410900596e-07,12893.23024534448
132,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 32,4096,0.0015307356539620682,76.8992680108691,0.5235477307879606,3.7371475926808305e-07,13332.539770076237
133,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 33,4096,0.0013698914493812376,68.81896912709928,0.4685352156611815,3.344461546340912e-07,14158.467135421346
134,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 34,4096,0.0015239443913056445,76.55809667550704,0.5212249586334395,3.720567361586046e-07,14247.651147111064
135,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 35,4096,0.0012530679256864761,62.950128589332465,0.4285788126240301,3.0592478654454983e-07,14223.396874988968
136,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 36,4096,0.0015130016235511375,76.00836698955085,0.5174822737279283,3.6938516199978943e-07,14350.683377946134
137,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 37,4096,0.00149674179854449,75.19152533713384,0.5119210297187451,3.654154781602759e-07,14148.097256738674
138,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 38,4096,0.001460777912455125,73.38481461739582,0.49962053165190495,3.566352325329895e-07,13292.289475170133
139,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 39,4096,0.001302583187900689,65.4376171441222,0.4455142012422562,3.180134736085667e-07,14875.806072243948
140,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 40,4096,0.0012313557353767247,61.859377526331535,0.4211527309634351,3.006239588322082e-07,14263.618491654399
141,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 41,4096,0.001340866213903586,67.36083404264019,0.45860789990906065,3.273599155038052e-07,14683.333701232565
142,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 42,4096,0.001334938905869886,67.06306502688186,0.4565806206314841,3.2591281881589013e-07,13287.738551098624
143,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 43,4096,0.0011801599285996454,59.28746378264026,0.4036425564309335,2.881249825682728e-07,14699.689164522862
144,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 44,4096,0.0014305836036021683,71.86794902216613,0.48929336520630773,3.492635750981856e-07,15200.615413034771
145,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 45,4096,0.0012170064177565118,61.13851366025921,0.4162449255830788,2.971207074600859e-07,13973.526960782921
146,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 46,4096,0.0014218085711863047,71.42711943293891,0.48629209696183656,3.4712123319978143e-07,13955.69526325647
147,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 47,4096,0.0012539672013278712,62.995305324051024,0.42888638612320784,3.061443362616873e-07,13990.485820247934
148,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 48,4096,0.0012484453913436397,62.71790723458768,0.42699779675142185,3.047962381210058e-07,13581.164180825801
149,Llama-2-7B (Real),7.0,FP16,Real Data Prompt 49,4096,0.001405625428911161,70.61413007592408,0.4807570802571298,3.431702707302639e-07,14114.623015679546
150,Llama-2-13B,13.0,FP16,Real Data Prompt 0,4096,0.002984413335365201,149.92738970797328,1.0207398158000298,7.286165369543947e-07,26454.412067369663
151,Llama-2-13B,13.0,FP16,Real Data Prompt 1,4096,0.0031485985409918,158.17552980859733,1.076895032157779,7.687008156718261e-07,28706.722379372473
152,Llama-2-13B,13.0,FP16,Real Data Prompt 2,4096,0.002763776595744565,138.8433049221935,0.9452768421260003,6.747501454454505e-07,27432.333138517297
153,Llama-2-13B,13.0,FP16,Real Data Prompt 3,4096,0.0022607100663797086,113.57084996317126,0.7732162128444979,5.519311685497335e-07,27448.39343164097
154,Llama-2-13B,13.0,FP16,Real Data Prompt 4,4096,0.0025201282086437927,126.60318849739991,0.8619433417619218,6.15265675938426e-07,27173.62653618955
155,Llama-2-13B,13.0,FP16,Real Data Prompt 5,4096,0.0025332483171864764,127.26230082717683,0.8664307286189761,6.184688274381046e-07,25250.99150699443
156,Llama-2-13B,13.0,FP16,Real Data Prompt 6,4096,0.002793328494978161,140.32789791087347,0.955384289315969,6.819649645942776e-07,26371.150272609622
157,Llama-2-13B,13.0,FP16,Real Data Prompt 7,4096,0.0028133809137333016,141.3352673545305,0.9622426899215145,6.868605746419193e-07,24668.94619947104
158,Llama-2-13B,13.0,FP16,Real Data Prompt 8,4096,0.0027092116781250197,136.1021378152827,0.9266143521484506,6.614286323547411e-07,25970.00046913705
159,Llama-2-13B,13.0,FP16,Real Data Prompt 9,4096,0.0026994637076939673,135.612430929055,0.9232803161339658,6.590487567612225e-07,24873.518067242676
160,Llama-2-13B,13.0,FP16,Real Data Prompt 10,4096,0.002609954846351811,131.1157917478337,0.892666172457489,6.371960074101101e-07,24753.8425083847
161,Llama-2-13B,13.0,FP16,Real Data Prompt 11,4096,0.0023778136369964295,119.45375916344791,0.8132683985402204,5.805209074698314e-07,27931.91508929825
162,Llama-2-13B,13.0,FP16,Real Data Prompt 12,4096,0.0028946962119196663,145.42028810414968,0.9900544415676106,7.067129423631998e-07,31268.46343588743
163,Llama-2-13B,13.0,FP16,Real Data Prompt 13,4096,0.0025084041937226127,126.01421145015227,0.8579334518819672,6.124033676080597e-07,25579.947375684395
164,Llama-2-13B,13.0,FP16,Real Data Prompt 14,4096,0.0025154360390260417,126.36746888895286,0.8603385089813648,6.141201267153422e-07,24557.559664055618
165,Llama-2-13B,13.0,FP16,Real Data Prompt 15,4096,0.0028583222321874,143.59297559018717,0.9776136817935345,6.978325762176269e-07,26493.34017299017
166,Llama-2-13B,13.0,FP16,Real Data Prompt 16,4096,0.0029797997212123615,149.69561647507078,1.0191618508429856,7.274901663116117e-07,27107.82110669375
167,Llama-2-13B,13.0,FP16,Real Data Prompt 17,4096,0.0023166162136920663,116.37939616414361,0.7923374350403243,5.655801302959146e-07,26298.3937968295
168,Llama-2-13B,13.0,FP16,Real Data Prompt 18,4096,0.0025576158903258517,128.48644983864665,0.8747650138947575,6.244179419740849e-07,27277.786761797674
