query_id,model,input_length_category,input_tokens,tokens_generated,energy_kwh,duration_s,co2_grams,energy_per_token
51,Llama-2-7B (Real),Short,4096,4096,0.0014037147463766904,70.2162381087956,0.4800151447219222,3.427037955021217e-07
52,Llama-2-7B (Real),Short,4096,4096,0.0013887385233152486,69.46710154300331,0.4748938664146438,3.3904749104376186e-07
53,Llama-2-7B (Real),Short,4096,4096,0.0013638172519616003,68.22049647038543,0.4663717733709153,3.3296319627968756e-07
54,Llama-2-7B (Real),Short,4096,4096,0.0012931498054975638,64.68558864080866,0.44220629058381616,3.1571040173280366e-07
55,Llama-2-7B (Real),Short,4096,4096,0.0013952668093689656,69.79365769636233,0.47712628306692284,3.406413108810951e-07
56,Llama-2-7B (Real),Short,4096,4096,0.0014906842120210038,74.56660111783182,0.5097552758599622,3.6393657520044037e-07
57,Llama-2-7B (Real),Short,4096,4096,0.0012802529055013965,64.0404634091092,0.4377960588511198,3.1256174450717687e-07
58,Llama-2-7B (Real),Short,4096,4096,0.0013909699559299445,69.57872165969842,0.47565692846285923,3.395922743969591e-07
59,Llama-2-7B (Real),Short,4096,4096,0.0014685741480535313,73.4606174981911,0.5021945049964002,3.5853861036463166e-07
60,Llama-2-7B (Real),Short,4096,4096,0.0014153514677383624,70.71871207816723,0.48404224469636825,3.4554479192831113e-07
61,Llama-2-7B (Real),Short,4096,4096,0.0015060270125977133,75.24935898503487,0.5150527712498335,3.676823761224886e-07
62,Llama-2-7B (Real),Short,4096,4096,0.0014330731191575018,71.60418285544517,0.4901029498485337,3.4987136698181196e-07
63,Llama-2-7B (Real),Short,4096,4096,0.0013703401758951754,68.46970138316922,0.46864863594470296,3.3455570700565807e-07
64,Llama-2-7B (Real),Short,4096,4096,0.0014275044700990988,71.3259426455736,0.48819850317815094,3.485118335202878e-07
65,Llama-2-7B (Real),Short,4096,4096,0.0013896343244447602,69.43374273061757,0.47524712627471943,3.392661924913965e-07
66,Llama-2-7B (Real),Short,4096,4096,0.0013641406404593214,68.15993863412774,0.4665284296801484,3.33042148549639e-07
67,Llama-2-7B (Real),Short,4096,4096,0.0014389031706235583,71.89548416146478,0.49209679467269934,3.5129471939051717e-07
68,Llama-2-7B (Real),Short,4096,4096,0.001392072482177478,69.5555664462327,0.4760809625117033,3.398614458441108e-07
69,Llama-2-7B (Real),Short,4096,4096,0.0015092924187093324,75.41251656100776,0.5161695217815152,3.684795944114581e-07
70,Llama-2-7B (Real),Short,4096,4096,0.001174087539839512,58.66384468951059,0.40153133776875394,2.8664246578113085e-07
71,Llama-2-7B (Real),Short,4096,4096,0.0013705121460178208,68.47829395248266,0.46870744875981174,3.3459769189888204e-07
72,Llama-2-7B (Real),Short,4096,4096,0.0013442188846981566,67.16453859259839,0.4597153012122521,3.281784386470109e-07
73,Llama-2-7B (Real),Short,4096,4096,0.0014193246391127929,70.91723348353557,0.48540104696879305,3.465148044708967e-07
74,Llama-2-7B (Real),Short,4096,4096,0.0013901602270236417,69.46001970415017,0.47542698200001166,3.393945866756938e-07
75,Llama-2-7B (Real),Short,4096,4096,0.0014990862681881364,75.03943937456874,0.5126639695182679,3.6598785844436923e-07
76,Llama-2-7B (Real),Short,4096,4096,0.0015084498032304544,75.50814783721708,0.515866151504312,3.6827387774181016e-07
77,Llama-2-7B (Real),Short,4096,4096,0.001444497471673441,72.30689971122693,0.493995458101461,3.526605155452737e-07
78,Llama-2-7B (Real),Short,4096,4096,0.0013037827366164558,65.26317243916044,0.445873227796986,3.183063321817519e-07
79,Llama-2-7B (Real),Short,4096,4096,0.001445280040256768,72.34607257873374,0.4942630842713902,3.528515723283125e-07
80,Llama-2-7B (Real),Short,4096,4096,0.0014066570148741882,70.41272809205421,0.4810546159346279,3.434221227720186e-07
81,Llama-2-7B (Real),Short,4096,4096,0.0013972011612083854,69.93939845589698,0.47782086242866495,3.41113564748141e-07
82,Llama-2-7B (Real),Short,4096,4096,0.0015264205128234095,76.40770378782184,0.5220118520623723,3.726612580135277e-07
83,Llama-2-7B (Real),Short,4096,4096,0.0015029060900640316,75.23064737784419,0.5139702886323213,3.6692043214453896e-07
84,Llama-2-7B (Real),Short,4096,4096,0.001366069133862444,68.38102924912894,0.4671741978190212,3.3351297213438576e-07
85,Llama-2-7B (Real),Short,4096,4096,0.0013445910704008989,67.30590643918303,0.45982903729996083,3.2826930429709445e-07
86,Llama-2-7B (Real),Short,4096,4096,0.0013587072210484788,68.01251556048572,0.4646565392115439,3.3171563013878877e-07
87,Llama-2-7B (Real),Short,4096,4096,0.0015981265481185413,79.99707739660232,0.5465341904180231,3.9016761428675324e-07
88,Llama-2-7B (Real),Short,4096,4096,0.0014027221584615094,70.21576182967644,0.47970895681492526,3.4246146446814196e-07
89,Llama-2-7B (Real),Short,4096,4096,0.0015177899608336447,75.97568610041564,0.5190603387731776,3.7055418965665154e-07
90,Llama-2-7B (Real),Short,4096,4096,0.0014432255253962662,72.13573717105669,0.493684101247777,3.523499817861978e-07
91,Llama-2-7B (Real),Short,4096,4096,0.0014656316652210683,73.25564766666416,0.501348568655809,3.578202307668624e-07
92,Llama-2-7B (Real),Short,4096,4096,0.0014424541572801133,72.09718241526157,0.49342023938526625,3.5216165949221517e-07
93,Llama-2-7B (Real),Short,4096,4096,0.0015391900893405865,76.932267193987,0.5265106960306531,3.7577883040541664e-07
94,Llama-2-7B (Real),Short,4096,4096,0.0013706501886396126,68.50825461531305,0.4688582585302117,3.346313937108429e-07
95,Llama-2-7B (Real),Short,4096,4096,0.0014737992639821506,73.66388307213641,0.5041424588571414,3.5981427343314224e-07
96,Llama-2-7B (Real),Short,4096,4096,0.0014336061895111093,71.65494059909939,0.4903936153829568,3.5000151111111067e-07
97,Llama-2-7B (Real),Short,4096,4096,0.001443360254357436,72.14247123497204,0.49373018797846246,3.523828745989834e-07
98,Llama-2-7B (Real),Short,4096,4096,0.0013773198617164435,68.8416202436372,0.4711397533490119,3.362597318643661e-07
99,Llama-2-7B (Real),Short,4096,4096,0.0014451096813497435,72.2299116269942,0.49432861440399195,3.5280998079827723e-07
100,Llama-2-7B (Real),Short,4096,4096,0.0014515547415041513,72.55205058391319,0.496533275888858,3.5438348181253695e-07
101,Llama-2-7B (Real),Short,4096,4096,0.00148679546489642,74.31346313906087,0.5085880688155953,3.629871740469775e-07
102,Llama-2-7B (Real),Short,4096,4096,0.0012283441224308772,61.395469531317424,0.4201796278088791,2.998887017653509e-07
103,Llama-2-7B (Real),Short,4096,4096,0.0014455427998949452,72.25155988985458,0.4944767712484761,3.5291572263060185e-07
104,Llama-2-7B (Real),Short,4096,4096,0.0014404991393454315,71.99946611422664,0.4927514864738031,3.5168436019175574e-07
105,Llama-2-7B (Real),Short,4096,4096,0.0014702618843919254,73.46142057452117,0.5027958853496024,3.589506553691224e-07
106,Llama-2-7B (Real),Short,4096,4096,0.001536059622241809,76.74899494773666,0.5252972044733827,3.7501455621137917e-07
107,Llama-2-7B (Real),Short,4096,4096,0.0014648923949032743,73.19313481551205,0.5009596429427347,3.576397448494322e-07
108,Llama-2-7B (Real),Short,4096,4096,0.0015112200987790517,75.50789178146435,0.5168026564451009,3.6895021942847943e-07
109,Llama-2-7B (Real),Short,4096,4096,0.0014561174118820038,72.75469406893279,0.49795879975694257,3.5549741501025484e-07
110,Llama-2-7B (Real),Short,4096,4096,0.0014388523803320124,71.89204928612878,0.4920545544548501,3.512823194169952e-07
111,Llama-2-7B (Real),Short,4096,4096,0.0014196898959722294,70.93459855048047,0.4855014237565324,3.4660397850884506e-07
112,Llama-2-7B (Real),Short,4096,4096,0.0014436248954248926,72.13050730653875,0.4936866452931849,3.524474842345929e-07
113,Llama-2-7B (Real),Short,4096,4096,0.0013947608115249667,69.68902048268237,0.47697624792311255,3.4051777625121257e-07
114,Llama-2-7B (Real),Short,4096,4096,0.0013624269693928981,68.07346477735545,0.4659188145813842,3.32623771824438e-07
115,Llama-2-7B (Real),Short,4096,4096,0.0012794308278902921,63.92657467450345,0.4375360353701401,3.1236104196540336e-07
116,Llama-2-7B (Real),Short,4096,4096,0.0014887166185978695,74.38350867697822,0.5091069817076549,3.634562057123705e-07
117,Llama-2-7B (Real),Short,4096,4096,0.0013945409086966723,69.67803306994566,0.47690104619312357,3.404640890372735e-07
118,Llama-2-7B (Real),Short,4096,4096,0.001447850565672197,72.34164230401224,0.495131727720842,3.534791420098137e-07
119,Llama-2-7B (Real),Short,4096,4096,0.0012591463609938035,62.913064245081415,0.43059921234538834,3.074087795395028e-07
