query_id,model,batch_size,prompt,tokens_generated,energy_kwh,duration_s,co2_grams,energy_per_token,gpu_memory_mb
26,Llama-2-7B (Real),4,Real Data Prompt 6,4096,0.0015204282646141005,76.0544500448224,0.5199265700968757,3.711983067905519e-07,14022.575904077019
27,Llama-2-7B (Real),4,Real Data Prompt 7,4096,0.0013006307682894233,65.05979933142947,0.4447644851503853,3.1753680866441e-07,14026.10541489241
28,Llama-2-7B (Real),4,Real Data Prompt 8,4096,0.0013804485669300446,69.05242359439762,0.47205902790899035,3.370235759106554e-07,14018.098309138504
29,Llama-2-7B (Real),4,Real Data Prompt 9,4096,0.0013643901715095909,68.24915489653843,0.4665676892864905,3.331030692162087e-07,14045.316620137515
30,Llama-2-7B (Real),4,Real Data Prompt 10,4096,0.001287401596319606,64.39805328123472,0.44024062949236475,3.143070303514663e-07,14033.058170371707
31,Llama-2-7B (Real),4,Real Data Prompt 11,4096,0.001304805609784081,65.26863211972355,0.4461921164760673,3.185560570761916e-07,14037.87817073413
32,Llama-2-7B (Real),4,Real Data Prompt 12,4096,0.0014026046076974007,70.16070705304513,0.4796355210268829,3.424327655511232e-07,14030.65515992266
33,Llama-2-7B (Real),4,Real Data Prompt 13,4096,0.0014410508570101015,72.08385490277662,0.4927826237238427,3.518190568872318e-07,14037.186600590234
34,Llama-2-7B (Real),4,Real Data Prompt 14,4096,0.0014636852893157456,73.21606833312839,0.5005227079018688,3.5734504133685194e-07,14026.933230897159
35,Llama-2-7B (Real),4,Real Data Prompt 15,4096,0.0014260402594939512,71.3329988673393,0.4876495907072159,3.4815436022801544e-07,14026.592935238683
36,Llama-2-7B (Real),4,Real Data Prompt 16,4096,0.0013142131045088777,65.73921126787927,0.4494091090690782,3.2085280871798773e-07,14041.510393220004
37,Llama-2-7B (Real),4,Real Data Prompt 17,4096,0.0015081940718949978,75.44247457669344,0.5157429581459616,3.682114433337397e-07,14033.818101058027
38,Llama-2-7B (Real),4,Real Data Prompt 18,4096,0.001445398810741088,72.30134706437784,0.49426945261469174,3.5288056902858595e-07,14017.305039114657
39,Llama-2-7B (Real),4,Real Data Prompt 19,4096,0.0015191976329809297,75.99289172323179,0.51950574255836,3.708978596144848e-07,14033.57004881878
40,Llama-2-7B (Real),4,Real Data Prompt 0,4096,0.001413978267587217,70.65009947675472,0.4835726179649671,3.452095379851604e-07,14033.750364438209
41,Llama-2-7B (Real),4,Real Data Prompt 1,4096,0.0014769902051719526,73.79852103360162,0.5051223463585234,3.6059331180955875e-07,14028.35835179443
42,Llama-2-7B (Real),4,Real Data Prompt 2,4096,0.0016497292907416015,82.42951194680997,0.5641981424641641,4.027659401224613e-07,14043.361147028943
43,Llama-2-7B (Real),4,Real Data Prompt 3,4096,0.0013195698792487563,65.93293926259258,0.45128547992812545,3.221606150509659e-07,14036.731171352318
44,Llama-2-7B (Real),4,Real Data Prompt 4,4096,0.001393627095287998,69.63324343280587,0.4766126314552859,3.4024099006054636e-07,14030.833126662365
45,Llama-2-7B (Real),4,Real Data Prompt 5,4096,0.0013846533570860782,69.18486631755795,0.4735436634416265,3.380501360073433e-07,14028.47865876777
46,Llama-2-7B (Real),4,Real Data Prompt 6,4096,0.0013972551222044783,69.81451953048668,0.47785339626353396,3.411267388194527e-07,14031.81148965938
47,Llama-2-7B (Real),4,Real Data Prompt 7,4096,0.0013706062040782562,68.48299360839582,0.4687396160876753,3.34620655292543e-07,14039.758344249625
48,Llama-2-7B (Real),4,Real Data Prompt 8,4096,0.0013506897945228973,67.487860692593,0.4619283159921077,3.2975825061594173e-07,14030.97036970193
49,Llama-2-7B (Real),4,Real Data Prompt 9,4096,0.0013317690213747672,66.54247522540791,0.4554575179502289,3.25138921234074e-07,14035.752856066805
50,Llama-2-7B (Real),4,Real Data Prompt 10,4096,0.001475555518500283,73.72683622882425,0.5046316915827872,3.6024304650885815e-07,14014.602514128386
51,Llama-2-7B (Real),4,Real Data Prompt 11,4096,0.0013517194870363235,67.53930977082258,0.46228046504264864,3.300096403897274e-07,14027.429030204315
52,Llama-2-7B (Real),4,Real Data Prompt 12,4096,0.0013860901180596612,69.25665476582115,0.4740350276169551,3.3840090772940947e-07,14024.524538163603
53,Llama-2-7B (Real),4,Real Data Prompt 13,4096,0.0013408930012599146,66.99835923811591,0.45857786777487586,3.2736645538572134e-07,14016.34204188958
54,Llama-2-7B (Real),4,Real Data Prompt 14,4096,0.0014760680864629365,73.75244693188822,0.5048069869442982,3.6036818517161536e-07,14035.4303312435
55,Llama-2-7B (Real),4,Real Data Prompt 15,4096,0.001472285057083869,73.56342606213279,0.5035132121652871,3.5944459401461644e-07,14046.660354848631
56,Llama-2-7B (Real),4,Real Data Prompt 16,4096,0.001341850032379246,67.04617775508542,0.45890516703714723,3.276001055613394e-07,14042.754271809501
57,Llama-2-7B (Real),4,Real Data Prompt 17,4096,0.0013382016005065423,66.8638821140212,0.4576574238485898,3.2670937512366755e-07,14030.08198423671
58,Llama-2-7B (Real),4,Real Data Prompt 18,4096,0.0013499483427777887,67.45081370202043,0.4616747436638083,3.2957723212348357e-07,14044.709365442162
59,Llama-2-7B (Real),4,Real Data Prompt 19,4096,0.0014786528316691856,73.88159496063066,0.5056909552730979,3.6099922648173476e-07,14037.906032987652
60,Llama-2-7B (Real),4,Real Data Prompt 0,4096,0.0013487585363561678,67.51451638747771,0.46125424523148484,3.2928675204008004e-07,14028.755246572422
61,Llama-2-7B (Real),4,Real Data Prompt 1,4096,0.001455472678826462,72.85628329858903,0.49774880664767485,3.553400094791167e-07,14029.173018664485
62,Llama-2-7B (Real),4,Real Data Prompt 2,4096,0.0013363946494120884,66.89561995405522,0.45702598999765637,3.2626822495412315e-07,14023.481155288055
63,Llama-2-7B (Real),4,Real Data Prompt 3,4096,0.00147953055914066,74.06054344667233,0.5059762240297171,3.612135154152002e-07,14043.25221703763
64,Llama-2-7B (Real),4,Real Data Prompt 4,4096,0.0012964933495066557,64.8982891541146,0.4433803718417499,3.1652669665689837e-07,14028.997408255518
65,Llama-2-7B (Real),4,Real Data Prompt 5,4096,0.0013812740390731538,69.14213792377123,0.47237403669880285,3.372251071955942e-07,14028.151169267909
66,Llama-2-7B (Real),4,Real Data Prompt 6,4096,0.0013918397997988898,69.67102593925772,0.4759873609947974,3.3980463862277584e-07,14029.736211721165
67,Llama-2-7B (Real),4,Real Data Prompt 7,4096,0.001411985177197072,70.67943876914495,0.48287676380206773,3.447229436516289e-07,14033.631369004217
68,Llama-2-7B (Real),4,Real Data Prompt 8,4096,0.001434017314203839,71.78229671954811,0.490411408775176,3.5010188335054664e-07,14025.041444192368
69,Llama-2-7B (Real),4,Real Data Prompt 9,4096,0.0013828559412985089,69.22132286372768,0.4729150224255419,3.3761131379358127e-07,14021.53175298448
70,Llama-2-7B (Real),4,Real Data Prompt 10,4096,0.0013684803081649164,68.50172488335056,0.46799878157736613,3.341016377355753e-07,14030.1564197022
71,Llama-2-7B (Real),4,Real Data Prompt 11,4096,0.0013563411113836823,67.89407571715391,0.4638473668518129,3.311379666464068e-07,14023.964017966879
72,Llama-2-7B (Real),4,Real Data Prompt 12,4096,0.0014318979953316946,71.67621042992191,0.4896866349921557,3.49584471516527e-07,14038.890051338201
73,Llama-2-7B (Real),4,Real Data Prompt 13,4096,0.001407236170307581,70.44171875120091,0.48125267800066907,3.435635181414993e-07,14035.663814590756
74,Llama-2-7B (Real),4,Real Data Prompt 14,4096,0.0015045467869208996,75.31277538804322,0.5145313812000191,3.6732099290061025e-07,14019.90334177156
75,Llama-2-7B (Real),4,Real Data Prompt 15,4096,0.0014473953868181517,72.45196002725329,0.49498649958649177,3.533680143599003e-07,14037.089555027507
76,Llama-2-7B (Real),4,Real Data Prompt 16,4096,0.0014316327022760513,71.6629307124114,0.48959590893196964,3.495197027041141e-07,14023.950465126785
77,Llama-2-7B (Real),4,Real Data Prompt 17,4096,0.001445478626186869,72.35601315198738,0.49433099754187804,3.529000552214036e-07,14037.374800405905
78,Llama-2-7B (Real),4,Real Data Prompt 18,4096,0.001408764414644886,70.5182177497791,0.48177531357207176,3.439366246691616e-07,14032.928607497675
79,Llama-2-7B (Real),4,Real Data Prompt 19,4096,0.001365398086357203,68.34743876827699,0.4669447101070244,3.333491421770515e-07,14023.539561460364
80,Llama-2-7B (Real),4,Real Data Prompt 0,4096,0.0013030744855078782,65.13066526806138,0.4457426402988775,3.1813341931344684e-07,14041.434350052476
81,Llama-2-7B (Real),4,Real Data Prompt 1,4096,0.0014063989889388042,70.29506202495546,0.48108684930541085,3.4335912815888775e-07,14025.901970866527
82,Llama-2-7B (Real),4,Real Data Prompt 2,4096,0.0013985162459829615,69.90106436898027,0.47839039971867425,3.4143463036693395e-07,14024.969792247837
83,Llama-2-7B (Real),4,Real Data Prompt 3,4096,0.0013936777116775408,69.65922327567426,0.47673528247061125,3.402533475775246e-07,14029.611669405384
84,Llama-2-7B (Real),4,Real Data Prompt 4,4096,0.0014783919209652632,73.89343465033461,0.5057134688588004,3.6093552757940995e-07,14033.36911221668
85,Llama-2-7B (Real),4,Real Data Prompt 5,4096,0.0015183912044312326,75.89269100241413,0.5193960222511611,3.707009776443439e-07,14038.497158831726
86,Llama-2-7B (Real),4,Real Data Prompt 6,4096,0.0013375921977244738,66.85594005872089,0.4575501128199171,3.265605951475766e-07,14033.395564367784
87,Llama-2-7B (Real),4,Real Data Prompt 7,4096,0.001551461602856811,77.54562571496686,0.5307084121980856,3.787748053849636e-07,14026.263173072568
88,Llama-2-7B (Real),4,Real Data Prompt 8,4096,0.0013772248882197907,68.83687324944106,0.47110726576858025,3.3623654497553484e-07,14042.438174727597
89,Llama-2-7B (Real),4,Real Data Prompt 9,4096,0.0015576069156957183,77.85278261039359,0.5328105391300004,3.8027512590227497e-07,14033.39219150724
90,Llama-2-7B (Real),4,Real Data Prompt 10,4096,0.0013486056646946996,67.4064185146006,0.4613174890526269,3.292494298571044e-07,14018.89269646261
91,Llama-2-7B (Real),4,Real Data Prompt 11,4096,0.0013988866732215638,69.91957917588647,0.4785171117502653,3.4152506670448335e-07,14045.95309001408
92,Llama-2-7B (Real),4,Real Data Prompt 12,4096,0.0014655513239648277,73.25163202555873,0.5013210863253053,3.578006162023505e-07,14031.45232241699
93,Llama-2-7B (Real),4,Real Data Prompt 13,4096,0.0013721100276576396,68.58122073312582,0.4693576256082595,3.349877997211034e-07,14034.010330262332
94,Llama-2-7B (Real),4,Real Data Prompt 14,4096,0.0015209518970640263,76.02068032042757,0.5202719582838512,3.7132614674414706e-07,14030.182198257287
95,Llama-2-7B (Real),4,Real Data Prompt 15,4096,0.0014797236696917,73.95999852023412,0.5061690200956165,3.612606615458252e-07,14035.029392881204
96,Llama-2-7B (Real),4,Real Data Prompt 16,4096,0.0013704602880362667,68.49876294559787,0.4687932992379601,3.345850312588542e-07,14023.854887451742
97,Llama-2-7B (Real),4,Real Data Prompt 17,4096,0.0013783916262520943,68.89518950463798,0.47150637180345395,3.365213931279527e-07,14024.311631410144
98,Llama-2-7B (Real),4,Real Data Prompt 18,4096,0.0013478352603703912,67.36791193134259,0.46105395687435613,3.2906134286386503e-07,14026.976990126386
99,Llama-2-7B (Real),4,Real Data Prompt 19,4096,0.0014611122929173949,73.02975902560341,0.4998026271416922,3.5671686838803585e-07,14007.879578216047
100,Llama-2-7B (Real),1,Real Data Prompt 0,4096,0.004844268481220944,241.94027183400195,1.6563934616510732,1.182682734673082e-06,13631.861134028508
101,Llama-2-7B (Real),1,Real Data Prompt 1,4096,0.004262168536548428,212.8680972849294,1.4573568999657074,1.0405684903682686e-06,13617.942826321987
102,Llama-2-7B (Real),1,Real Data Prompt 2,4096,0.004872066218252798,243.3285912634325,1.6658983002137482,1.1894692915656246e-06,13609.702361407408
103,Llama-2-7B (Real),1,Real Data Prompt 3,4096,0.005429684238698429,271.1780500556403,1.8565637942394149,1.3256065035884836e-06,13625.090061441213
104,Llama-2-7B (Real),1,Real Data Prompt 4,4096,0.00509482314586008,254.45387711972538,1.742065242623428,1.2438533070947461e-06,13626.663699094583
105,Llama-2-7B (Real),1,Real Data Prompt 5,4096,0.004869513380161345,243.20109330492983,1.6650254121110906,1.1888460400784533e-06,13629.919269980453
106,Llama-2-7B (Real),1,Real Data Prompt 6,4096,0.00498568313386827,249.00303056329966,1.7047471618918268,1.2172077963545581e-06,13615.061186791057
107,Llama-2-7B (Real),1,Real Data Prompt 7,4096,0.005143781800554093,256.89904923832586,1.7588056020483367,1.2558061036509015e-06,13622.471822767824
108,Llama-2-7B (Real),1,Real Data Prompt 8,4096,0.004989786240469704,249.20795453280365,1.7061501309827058,1.2182095313646737e-06,13614.217654247557
109,Llama-2-7B (Real),1,Real Data Prompt 9,4096,0.004585344515243894,229.00867339851712,1.5678599780153653,1.1194688757919664e-06,13614.338561351049
110,Llama-2-7B (Real),1,Real Data Prompt 10,4096,0.004819272039314112,240.69185920508477,1.6478464657321803,1.176580087723172e-06,13615.684647470707
111,Llama-2-7B (Real),1,Real Data Prompt 11,4096,0.004842237778297542,241.83885119243214,1.6556991064439006,1.1821869575921733e-06,13628.988422281895
112,Llama-2-7B (Real),1,Real Data Prompt 12,4096,0.004955046251685726,247.47291396630987,1.69427153868282,1.2097280887904605e-06,13619.688590660835
113,Llama-2-7B (Real),1,Real Data Prompt 13,4096,0.0045857289797554745,229.02787494541792,1.5679914373896107,1.119562739198114e-06,13614.425226325837
114,Llama-2-7B (Real),1,Real Data Prompt 14,4096,0.004812548785613285,240.3560756220128,1.6455475936704353,1.1749386683626185e-06,13615.680006175728
115,Llama-2-7B (Real),1,Real Data Prompt 15,4096,0.004822849766829637,240.8705438446768,1.649069792739603,1.1774535563548918e-06,13635.565249255811
116,Llama-2-7B (Real),1,Real Data Prompt 16,4096,0.004535678565281444,226.52817639852827,1.5508777741793471,1.107343399726915e-06,13626.74408077555
117,Llama-2-7B (Real),1,Real Data Prompt 17,4096,0.004990412168009046,249.2392156157936,1.7063641534481522,1.2183623457053336e-06,13621.542420016594
118,Llama-2-7B (Real),1,Real Data Prompt 18,4096,0.005006751791001754,250.05527542830103,1.7119511362497626,1.2223515114750376e-06,13619.7591000206
119,Llama-2-7B (Real),1,Real Data Prompt 19,4096,0.004645311846436907,232.00365859932506,1.5883645176968109,1.1341093375090104e-06,13612.35713765415
120,Llama-2-7B (Real),2,Real Data Prompt 0,4096,0.0026844530225185897,134.34048220428627,0.9180301894206163,6.553840387008276e-07,13750.950448161166
121,Llama-2-7B (Real),2,Real Data Prompt 1,4096,0.0027121424100605353,135.72616697623891,0.9274994159173512,6.621441430811854e-07,13774.73142794478
122,Llama-2-7B (Real),2,Real Data Prompt 2,4096,0.00266753767694456,133.493972445313,0.9122454735879391,6.51254315660293e-07,13757.336241555802
123,Llama-2-7B (Real),2,Real Data Prompt 3,4096,0.002651599970883832,132.69638757440336,0.9067950912600958,6.473632741415605e-07,13758.701487466638
124,Llama-2-7B (Real),2,Real Data Prompt 4,4096,0.0023660891897237493,118.40831633835614,0.8091560138348908,5.776584935848997e-07,13774.270781210076
125,Llama-2-7B (Real),2,Real Data Prompt 5,4096,0.002675689991420285,133.90194600587185,0.9150334049615135,6.53244626811593e-07,13749.582530641548
126,Llama-2-7B (Real),2,Real Data Prompt 6,4096,0.0027440110909734863,137.32099986217398,0.9383978786319838,6.699245827571988e-07,13761.214574744909
127,Llama-2-7B (Real),2,Real Data Prompt 7,4096,0.00292826408884585,146.54173733611023,1.0014087836912884,7.149082248158813e-07,13745.588105300492
128,Llama-2-7B (Real),2,Real Data Prompt 8,4096,0.0027901887482028867,139.6319096405249,0.9541897301032879,6.811984248542204e-07,13763.297174655183
129,Llama-2-7B (Real),2,Real Data Prompt 9,4096,0.0028741797876409196,143.8351483056435,0.9829130153305293,7.017040497170214e-07,13744.156303106685
130,Llama-2-7B (Real),2,Real Data Prompt 10,4096,0.002523393610349079,126.28044207212889,0.8629510349628389,6.160628931516306e-07,13747.903020096182
131,Llama-2-7B (Real),2,Real Data Prompt 11,4096,0.0025154635463763295,125.88359079215735,0.860239108894492,6.141268423770336e-07,13760.858909398441
132,Llama-2-7B (Real),2,Real Data Prompt 12,4096,0.002834674056642331,141.85812769561102,0.9694028315397891,6.920590958599441e-07,13764.291162325633
133,Llama-2-7B (Real),2,Real Data Prompt 13,4096,0.0026318835640287653,131.70970180191017,0.9000524675047104,6.425496982492103e-07,13753.571402958829
134,Llama-2-7B (Real),2,Real Data Prompt 14,4096,0.002717361191660551,135.98733512885096,0.9292841366856485,6.634182596827517e-07,13754.897968009189
135,Llama-2-7B (Real),2,Real Data Prompt 15,4096,0.002581925790225458,129.20962027085312,0.8829678904370687,6.303529761292622e-07,13758.365200777629
136,Llama-2-7B (Real),2,Real Data Prompt 16,4096,0.0028987086762790474,145.06266940582265,0.9913014132998149,7.076925479196893e-07,13767.201270884514
137,Llama-2-7B (Real),2,Real Data Prompt 17,4096,0.002775913195260493,138.91750538389363,0.9493077714838392,6.777131824366438e-07,13757.061682406138
138,Llama-2-7B (Real),2,Real Data Prompt 18,4096,0.002589968869136793,129.61212725841892,0.885718465393888,6.323166184415999e-07,13766.776135884762
139,Llama-2-7B (Real),2,Real Data Prompt 19,4096,0.002792170039778109,139.73106118587506,0.9548672928934879,6.816821386177024e-07,13749.63345276697
140,Llama-2-7B (Real),4,Real Data Prompt 0,4096,0.0014474421316931533,72.32123495983092,0.4949920526559572,3.5337942668289875e-07,14044.387956968038
141,Llama-2-7B (Real),4,Real Data Prompt 1,4096,0.0014202288501328295,70.96152731649322,0.48568573373369944,3.4673555911446033e-07,14014.144765329653
142,Llama-2-7B (Real),4,Real Data Prompt 2,4096,0.0014965441021734386,74.77460775197251,0.5117838017872732,3.6536721244468716e-07,14028.11967726597
143,Llama-2-7B (Real),4,Real Data Prompt 3,4096,0.0014527305966525001,72.58547234005307,0.49680058652982206,3.546705558233643e-07,14027.525151053847
144,Llama-2-7B (Real),4,Real Data Prompt 4,4096,0.0014894172697490426,74.41851660953687,0.5093465883516243,3.6362726312232485e-07,14027.042739273536
145,Llama-2-7B (Real),4,Real Data Prompt 5,4096,0.001328277047533479,66.36716891337787,0.4542403235736221,3.2428638855797827e-07,14014.898965824568
146,Llama-2-7B (Real),4,Real Data Prompt 6,4096,0.0014130757288896426,70.60412265706167,0.4832395301242189,3.449891916234479e-07,14018.349295575907
147,Llama-2-7B (Real),4,Real Data Prompt 7,4096,0.0013938412416941023,69.64307431022839,0.4766617761054326,3.402932718979742e-07,14033.836484729056
148,Llama-2-7B (Real),4,Real Data Prompt 8,4096,0.0014612002938472158,73.00865952484307,0.49969702895607826,3.5673835299004293e-07,14023.990067333854
149,Llama-2-7B (Real),4,Real Data Prompt 9,4096,0.0014392553071856987,71.91218146759498,0.4921923462090137,3.513806902308835e-07,14025.398576925218
150,Llama-2-7B (Real),4,Real Data Prompt 10,4096,0.0013149094166259297,65.69925718512779,0.44966890001395626,3.2102280679343986e-07,14033.616377867307
151,Llama-2-7B (Real),4,Real Data Prompt 11,4096,0.0014563972021854289,72.76867375062812,0.49805448163159105,3.55565723189802e-07,14013.78846621335
152,Llama-2-7B (Real),4,Real Data Prompt 12,4096,0.001555676035413853,77.72912617027127,0.5320055684274008,3.798037195834602e-07,14032.692991860227
153,Llama-2-7B (Real),4,Real Data Prompt 13,4096,0.0015027655264902415,75.08546031039153,0.5139113863902001,3.668861148657816e-07,14025.376993064861
154,Llama-2-7B (Real),4,Real Data Prompt 14,4096,0.0013068304088117305,65.29559073824224,0.446906064406362,3.190503927763014e-07,14021.041382647576
155,Llama-2-7B (Real),4,Real Data Prompt 15,4096,0.0014445275732642155,72.17560947309953,0.4939953404367005,3.5266786456645887e-07,14030.681869274296
156,Llama-2-7B (Real),4,Real Data Prompt 16,4096,0.0013722056621440599,68.56205573416939,0.46926290350294086,3.350111479843896e-07,14036.880316208275
157,Llama-2-7B (Real),4,Real Data Prompt 17,4096,0.0014624312146270504,73.07016230204302,0.5001179756662272,3.5703887075855724e-07,14040.604865106712
158,Llama-2-7B (Real),4,Real Data Prompt 18,4096,0.0014460933664650682,72.25384410196507,0.49453080584395526,3.530501382971358e-07,14051.505821710538
159,Llama-2-7B (Real),4,Real Data Prompt 19,4096,0.0014687979237501198,73.38827399461327,0.5022952443448755,3.585932431030566e-07,14045.757119602375
